Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,Savings,Status
5.0,owner,6.0,44.0,married,no_rec,fixed,75.0,315.0,13000.0,0,500.0,2624.0,2.88,good
8.0,owner,36.0,48.0,married,yes_rec,fixed,35.0,121.0,3000.0,0,400.0,925.0,7.74,bad
3.0,owner,48.0,19.0,single,no_rec,fixed,35.0,180.0,4000.0,0,800.0,1128.0,8.7,good
18.0,owner,48.0,48.0,married,yes_rec,fixed,105.0,129.0,3000.0,0,780.0,2220.0,1.48,good
22.0,owner,60.0,46.0,married,no_rec,fixed,90.0,214.0,8000.0,0,1120.0,1452.0,6.64,good
12.0,owner,60.0,50.0,married,no_rec,fixed,45.0,99.0,5000.0,0,1100.0,1137.0,2.95,good
12.0,parents,36.0,30.0,married,no_rec,freelance,75.0,110.0,0.0,0,800.0,875.0,1.58,good
13.0,priv,60.0,30.0,married,yes_rec,fixed,75.0,85.0,3500.0,0,1100.0,1417.0,0.55,bad
3.0,owner,18.0,39.0,married,yes_rec,fixed,90.0,138.0,7000.0,0,500.0,700.0,1.73,good
1.0,owner,60.0,27.0,married,no_rec,fixed,60.0,93.0,4000.0,0,1000.0,1207.0,1.98,good
29.0,owner,60.0,52.0,married,no_rec,fixed,75.0,100.0,3000.0,0,1100.0,1268.0,1.36,good
1.0,rent,48.0,42.0,married,no_rec,freelance,76.0,160.0,0.0,0,1200.0,1326.0,3.36,good
3.0,other,36.0,22.0,married,no_rec,fixed,45.0,215.0,0.0,0,1470.0,1480.0,4.16,bad
23.0,parents,60.0,43.0,single,no_rec,fixed,35.0,90.0,3500.0,0,1050.0,1228.0,3.14,good
20.0,owner,36.0,36.0,married,no_rec,fixed,90.0,464.0,5000.0,0,2000.0,2168.0,6.73,good
5.0,priv,60.0,23.0,married,no_rec,fixed,35.0,167.0,7000.0,2160,1650.0,2100.0,4.01,good
3.0,rent,60.0,40.0,married,no_rec,fixed,84.0,86.0,0.0,0,1000.0,1197.0,0.12,good
1.0,priv,24.0,50.0,married,no_rec,freelance,60.0,125.0,5000.0,3000,360.0,510.0,2.33,bad
15.0,owner,36.0,52.0,married,no_rec,fixed,105.0,274.0,8000.0,0,300.0,325.0,20.28,good
10.0,owner,36.0,38.0,married,no_rec,fixed,75.0,135.0,5500.0,1440,690.0,1000.0,2.38,good
0.0,parents,48.0,35.0,married,yes_rec,fixed,60.0,300.0,0.0,0,1400.0,1748.0,8.23,bad
9.0,owner,60.0,34.0,married,yes_rec,freelance,75.0,300.0,4000.0,300,1000.0,1392.0,13.32,bad
9.0,rent,60.0,34.0,married,no_rec,fixed,103.0,128.0,0.0,0,500.0,820.0,3.0,good
25.0,owner,18.0,49.0,married,no_rec,freelance,90.0,90.0,4000.0,0,300.0,1275.0,0.0,good
19.0,owner,60.0,37.0,single,yes_rec,fixed,35.0,115.0,10000.0,6000,1500.0,1758.0,0.8,bad
10.0,rent,60.0,33.0,married,no_rec,fixed,56.0,107.0,0.0,0,600.0,1250.0,5.1,good
10.0,owner,60.0,34.0,married,no_rec,freelance,75.0,300.0,11000.0,0,1000.0,1560.0,13.5,good
10.0,owner,48.0,42.0,married,no_rec,freelance,105.0,230.0,30000.0,5000,1200.0,1570.0,3.0,good
4.0,owner,24.0,32.0,married,no_rec,fixed,45.0,122.0,4000.0,1,500.0,1045.0,3.7,good
1.0,parents,36.0,19.0,single,no_rec,partime,35.0,43.0,0.0,0,425.0,500.0,0.68,good
1.0,owner,48.0,45.0,married,no_rec,freelance,90.0,250.0,4000.0,0,1700.0,1800.0,4.52,good
19.0,parents,12.0,41.0,married,no_rec,freelance,90.0,190.0,500.0,0,500.0,1600.0,2.4,good
6.0,owner,45.0,25.0,married,no_rec,freelance,45.0,100.0,3500.0,2500,950.0,1177.0,1.89,good
2.0,rent,48.0,19.0,single,no_rec,freelance,60.0,246.0,3000.0,0,1370.0,1371.0,6.52,good
11.0,rent,36.0,59.0,married,no_rec,fixed,69.0,85.0,0.0,0,850.0,1100.0,0.68,bad
20.0,rent,36.0,56.0,married,yes_rec,fixed,77.0,173.0,0.0,0,1100.0,1256.0,3.14,good
18.0,rent,48.0,42.0,married,yes_rec,freelance,75.0,150.0,0.0,0,1000.0,1469.0,3.6,good
0.0,parents,60.0,38.0,married,no_rec,partime,90.0,86.0,5000.0,0,1600.0,1682.0,-0.15,bad
0.0,parents,60.0,22.0,single,no_rec,partime,45.0,183.0,4000.0,0,1150.0,1150.0,7.2,good
1.0,rent,36.0,44.0,separated,no_rec,others,55.0,100.0,0.0,0,675.0,675.0,2.4,bad
1.0,owner,60.0,31.0,married,no_rec,fixed,60.0,94.0,2500.0,0,900.0,1236.0,2.27,good
25.0,owner,48.0,49.0,married,no_rec,fixed,60.0,150.0,6000.0,0,650.0,1265.0,6.65,good
15.0,rent,60.0,55.0,married,no_rec,freelance,74.0,140.0,0.0,0,1000.0,1204.0,3.96,good
21.0,rent,60.0,55.0,widow,no_rec,fixed,56.0,107.0,0.0,0,1100.0,1353.0,2.78,bad
10.0,priv,36.0,38.0,married,yes_rec,fixed,60.0,117.0,4030.0,0,950.0,1330.0,2.16,good
12.0,owner,60.0,60.0,married,no_rec,fixed,60.0,230.0,12000.0,0,950.0,1200.0,10.74,good
10.0,rent,60.0,58.0,divorced,no_rec,freelance,82.0,470.0,0.0,0,1350.0,1488.0,17.24,bad
20.0,other,36.0,39.0,married,no_rec,fixed,60.0,102.0,0.0,0,650.0,1695.0,2.33,good
10.0,owner,60.0,34.0,married,no_rec,fixed,75.0,210.0,6000.0,0,900.0,1547.0,9.0,good
1.0,parents,60.0,21.0,single,no_rec,partime,35.0,42.0,0.0,0,1100.0,1112.0,0.38,good
5.0,rent,60.0,37.0,single,no_rec,fixed,48.0,130.0,0.0,0,600.0,1062.0,8.2,good
2.0,priv,48.0,25.0,married,no_rec,partime,45.0,90.0,3000.0,2000,800.0,1567.0,1.5,bad
15.0,parents,36.0,39.0,single,no_rec,fixed,60.0,120.0,0.0,0,900.0,900.0,2.4,good
1.0,parents,60.0,22.0,married,no_rec,fixed,60.0,117.0,0.0,0,1100.0,1280.0,3.11,good
11.0,owner,30.0,35.0,married,no_rec,fixed,75.0,160.0,4000.0,0,700.0,1340.0,3.64,good
3.0,rent,60.0,50.0,married,no_rec,partime,69.0,90.0,0.0,0,1300.0,1490.0,0.97,good
2.0,other,36.0,49.0,married,yes_rec,others,45.0,50.0,0.0,0,1600.0,2640.0,0.11,bad
15.0,owner,48.0,30.0,married,no_rec,freelance,75.0,100.0,27000.0,5000,900.0,900.0,-1.33,good
13.0,owner,60.0,32.0,married,no_rec,fixed,75.0,182.0,5000.0,2500,1300.0,1569.0,3.78,good
11.0,rent,60.0,37.0,single,yes_rec,fixed,74.0,135.0,0.0,0,1400.0,1937.0,2.61,bad
2.0,owner,60.0,24.0,married,no_rec,partime,45.0,67.0,4100.0,2800,1400.0,1403.0,-0.26,good
32.0,owner,24.0,63.0,married,no_rec,freelance,45.0,167.0,90000.0,0,1000.0,1501.0,2.93,good
1.0,owner,60.0,25.0,married,no_rec,partime,60.0,137.0,2700.0,1900,1150.0,1255.0,3.03,bad
3.0,rent,54.0,23.0,married,no_rec,fixed,59.0,140.0,0.0,0,1300.0,1345.0,3.36,good
1.0,parents,60.0,22.0,single,no_rec,fixed,35.0,85.0,0.0,0,1950.0,2134.0,1.54,bad
37.0,owner,60.0,52.0,married,no_rec,fixed,45.0,324.0,7000.0,0,1550.0,1590.0,10.8,good
11.0,rent,18.0,39.0,married,yes_rec,freelance,60.0,77.0,0.0,0,250.0,400.0,1.22,bad
0.0,owner,60.0,29.0,married,yes_rec,fixed,45.0,100.0,4500.0,0,1200.0,1406.0,2.75,bad
5.0,rent,60.0,43.0,single,no_rec,freelance,39.0,42.0,0.0,0,1600.0,1872.0,0.11,bad
4.0,owner,60.0,35.0,married,no_rec,fixed,60.0,251.0,6500.0,4000,1000.0,1123.0,9.06,good
1.0,parents,60.0,27.0,single,no_rec,fixed,35.0,180.0,0.0,0,1000.0,1067.0,8.7,good
10.0,parents,60.0,34.0,married,yes_rec,freelance,60.0,400.0,12000.0,0,2075.0,2253.0,9.83,bad
20.0,rent,36.0,39.0,married,no_rec,fixed,91.0,158.0,0.0,0,380.0,580.0,6.35,good
1.0,owner,36.0,51.0,married,no_rec,fixed,75.0,300.0,6000.0,0,1450.0,1992.0,5.59,good
15.0,rent,12.0,35.0,separated,no_rec,fixed,44.0,90.0,9000.0,0,400.0,1400.0,1.38,good
12.0,owner,60.0,33.0,married,yes_rec,freelance,90.0,146.0,15000.0,0,1150.0,1284.0,2.92,good
0.0,owner,60.0,30.0,married,yes_rec,fixed,75.0,255.0,4000.0,0,1500.0,1749.0,7.2,good
5.0,owner,60.0,25.0,single,no_rec,freelance,35.0,250.0,14000.0,0,1400.0,2125.0,9.21,good
6.0,owner,60.0,53.0,married,no_rec,freelance,45.0,50.0,16000.0,0,1000.0,1505.0,0.3,good
6.0,rent,60.0,26.0,married,no_rec,fixed,60.0,150.0,0.0,0,1200.0,1376.0,4.5,good
1.0,owner,60.0,61.0,married,yes_rec,freelance,45.0,232.0,97000.0,2900,1200.0,2154.0,7.9,good
35.0,other,60.0,63.0,widow,no_rec,fixed,35.0,190.0,0.0,0,750.0,1138.0,12.4,good
9.0,rent,60.0,30.0,married,no_rec,fixed,63.0,178.0,0.0,0,1680.0,1931.0,4.11,good
12.0,owner,60.0,43.0,married,yes_rec,fixed,75.0,254.0,14000.0,2900,1200.0,1698.0,7.5,good
20.0,rent,60.0,35.0,single,no_rec,fixed,56.0,110.0,0.0,0,1000.0,1279.0,3.24,good
15.0,owner,36.0,49.0,married,no_rec,freelance,75.0,70.0,3572.0,1728,1650.0,2755.0,-0.49,bad
3.0,rent,60.0,34.0,married,yes_rec,fixed,85.0,100.0,0.0,0,1000.0,1600.0,0.9,bad
2.0,owner,60.0,26.0,married,yes_rec,fixed,60.0,137.0,4000.0,350,1200.0,2200.0,3.68,good
4.0,rent,42.0,41.0,married,no_rec,freelance,90.0,258.0,10000.0,0,1300.0,2260.0,5.43,good
10.0,owner,60.0,30.0,married,yes_rec,fixed,60.0,242.0,7500.0,0,1550.0,1904.0,7.05,good
9.0,owner,60.0,51.0,married,no_rec,fixed,90.0,85.0,4000.0,0,1380.0,1580.0,-0.22,good
35.0,owner,36.0,51.0,married,no_rec,freelance,45.0,179.0,11700.0,0,1300.0,2810.0,3.71,bad
1.0,rent,36.0,40.0,married,no_rec,fixed,58.0,125.0,0.0,0,700.0,700.0,3.45,good
30.0,parents,24.0,53.0,married,no_rec,freelance,90.0,500.0,0.0,0,600.0,1100.0,16.4,good
12.0,other,60.0,33.0,married,no_rec,fixed,60.0,140.0,0.0,0,1650.0,1910.0,2.91,good
1.0,rent,60.0,24.0,married,no_rec,fixed,52.0,70.0,0.0,0,1200.0,1360.0,0.9,bad
3.0,rent,60.0,25.0,married,no_rec,fixed,60.0,150.0,0.0,0,700.0,1030.0,7.71,good
15.0,owner,36.0,44.0,married,yes_rec,fixed,90.0,245.0,4000.0,0,375.0,460.0,14.88,bad
2.0,owner,60.0,33.0,married,no_rec,freelance,75.0,193.0,5000.0,0,1150.0,1339.0,6.16,good
4.0,parents,24.0,27.0,single,no_rec,fixed,35.0,110.0,0.0,0,370.0,525.0,4.86,good
4.0,rent,60.0,24.0,married,no_rec,fixed,52.0,70.0,0.0,0,1000.0,1315.0,1.08,good
2.0,rent,60.0,32.0,married,no_rec,partime,87.0,115.0,2000.0,0,1250.0,1517.0,1.34,good
6.0,parents,48.0,32.0,single,yes_rec,fixed,35.0,85.0,0.0,0,1100.0,1330.0,2.18,bad
6.0,rent,60.0,36.0,single,no_rec,fixed,85.0,400.0,0.0,0,1000.0,1290.0,18.9,good
6.0,parents,60.0,27.0,single,no_rec,fixed,35.0,130.0,0.0,0,1600.0,1900.0,3.56,good
15.0,rent,18.0,55.0,married,no_rec,freelance,102.0,120.0,20000.0,0,1150.0,1366.0,0.28,good
1.0,rent,60.0,39.0,married,yes_rec,fixed,130.0,250.0,0.0,0,1900.0,4063.0,3.79,good
16.0,owner,48.0,36.0,married,no_rec,fixed,75.0,108.0,4000.0,0,500.0,1064.0,3.17,good
12.0,owner,60.0,38.0,married,no_rec,freelance,75.0,225.0,4500.0,900,1000.0,1606.0,8.46,good
2.0,owner,36.0,37.0,married,no_rec,partime,105.0,300.0,5000.0,0,1000.0,1570.0,7.02,bad
20.0,owner,60.0,36.0,married,no_rec,fixed,75.0,250.0,2500.0,0,1350.0,1381.0,7.78,good
2.0,owner,24.0,49.0,single,no_rec,freelance,35.0,150.0,32000.0,0,800.0,816.0,3.45,good
4.0,owner,48.0,27.0,married,no_rec,freelance,75.0,156.0,3000.0,2000,900.0,1150.0,3.25,bad
15.0,rent,60.0,37.0,married,yes_rec,fixed,107.0,319.0,0.0,0,1800.0,2215.0,7.07,bad
20.0,rent,60.0,49.0,married,no_rec,fixed,85.0,100.0,0.0,0,1420.0,1586.0,0.63,bad
4.0,rent,12.0,28.0,single,no_rec,fixed,40.0,51.0,0.0,0,300.0,1469.0,0.44,good
12.0,owner,60.0,27.0,married,no_rec,fixed,45.0,145.0,3500.0,0,1000.0,1556.0,6.0,good
10.0,rent,48.0,47.0,single,no_rec,fixed,52.0,168.0,6000.0,0,850.0,1720.0,6.55,good
1.0,rent,60.0,44.0,married,no_rec,fixed,65.0,54.0,0.0,0,1550.0,1650.0,-0.43,good
3.0,rent,48.0,29.0,married,no_rec,fixed,85.0,100.0,0.0,0,1000.0,1191.0,0.72,good
12.0,parents,60.0,35.0,married,no_rec,fixed,60.0,115.0,0.0,0,1000.0,1127.0,3.3,good
0.0,owner,24.0,47.0,separated,no_rec,freelance,35.0,209.0,20000.0,4000,900.0,1100.0,3.57,bad
10.0,owner,48.0,31.0,married,no_rec,fixed,60.0,180.0,7500.0,1200,1000.0,1480.0,5.18,good
3.0,parents,60.0,23.0,single,no_rec,fixed,35.0,63.0,0.0,0,800.0,1258.0,2.1,bad
5.0,owner,48.0,46.0,married,no_rec,fixed,60.0,130.0,4000.0,0,950.0,1544.0,3.54,good
20.0,owner,60.0,50.0,married,no_rec,fixed,60.0,170.0,6000.0,0,1300.0,1404.0,5.08,good
3.0,owner,48.0,26.0,single,no_rec,fixed,35.0,157.0,7000.0,0,1200.0,2053.0,4.88,good
0.0,other,36.0,36.0,single,no_rec,freelance,35.0,79.0,0.0,0,1250.0,1575.0,1.27,bad
9.0,owner,60.0,28.0,married,no_rec,fixed,90.0,64.0,1750.0,0,1055.0,1430.0,-1.48,bad
0.0,other,60.0,36.0,married,no_rec,partime,45.0,99.0,0.0,0,1400.0,1409.0,2.31,bad
0.0,owner,48.0,61.0,widow,no_rec,others,35.0,35.0,4000.0,200,650.0,962.0,-0.15,good
15.0,other,24.0,46.0,married,no_rec,fixed,75.0,150.0,18000.0,0,1400.0,1400.0,1.29,good
4.0,owner,12.0,25.0,married,no_rec,fixed,45.0,65.0,2000.0,0,350.0,1571.0,0.69,good
5.0,parents,36.0,22.0,single,no_rec,fixed,35.0,100.0,0.0,0,1000.0,1200.0,2.34,good
11.0,rent,60.0,38.0,married,no_rec,fixed,91.0,160.0,0.0,0,600.0,1200.0,6.9,good
20.0,other,60.0,57.0,married,no_rec,others,60.0,215.0,11000.0,0,1600.0,1842.0,5.81,bad
4.0,owner,48.0,26.0,married,no_rec,fixed,75.0,112.0,4000.0,0,750.0,841.0,2.37,good
2.0,other,60.0,24.0,married,no_rec,partime,45.0,126.0,0.0,0,1450.0,1585.0,3.35,bad
14.0,owner,60.0,51.0,married,no_rec,fixed,90.0,150.0,3500.0,0,950.0,957.0,3.79,good
4.0,owner,24.0,26.0,single,no_rec,fixed,35.0,136.0,2500.0,0,450.0,950.0,5.39,good
10.0,owner,60.0,46.0,widow,no_rec,freelance,45.0,123.0,3500.0,0,1100.0,1375.0,4.25,good
12.0,owner,60.0,37.0,married,no_rec,fixed,90.0,80.0,5000.0,0,1600.0,1800.0,-0.38,bad
6.0,owner,48.0,55.0,married,no_rec,freelance,45.0,72.0,16000.0,0,1760.0,2212.0,0.74,good
14.0,priv,60.0,38.0,married,no_rec,fixed,60.0,110.0,8000.0,400,450.0,1133.0,6.13,good
5.0,rent,60.0,24.0,married,no_rec,fixed,56.0,111.0,0.0,0,1000.0,1570.0,3.3,bad
5.0,parents,36.0,27.0,single,no_rec,partime,35.0,60.0,0.0,0,500.0,1569.0,1.8,bad
0.0,other,48.0,43.0,married,no_rec,fixed,75.0,184.0,0.0,0,1400.0,1590.0,3.74,bad
0.0,other,60.0,52.0,married,yes_rec,fixed,45.0,104.0,0.0,0,1400.0,1734.0,2.53,bad
30.0,owner,18.0,57.0,married,yes_rec,freelance,75.0,290.0,42.0,0,350.0,450.0,11.06,bad
1.0,priv,48.0,36.0,single,yes_rec,fixed,35.0,173.0,7700.0,0,1000.0,2008.0,6.62,bad
20.0,owner,18.0,62.0,married,no_rec,fixed,60.0,125.0,5000.0,0,500.0,1150.0,2.34,good
2.0,parents,24.0,19.0,single,no_rec,partime,35.0,60.0,0.0,0,530.0,630.0,1.13,good
0.0,priv,60.0,32.0,married,no_rec,partime,75.0,160.0,6000.0,0,1200.0,1571.0,4.25,good
3.0,rent,48.0,43.0,married,no_rec,partime,73.0,126.0,0.0,0,1300.0,1770.0,1.96,bad
6.0,owner,36.0,34.0,married,yes_rec,fixed,60.0,148.0,9000.0,4090,500.0,1600.0,3.39,good
11.0,owner,48.0,34.0,married,no_rec,fixed,75.0,170.0,3500.0,435,1500.0,1627.0,2.9,good
6.0,rent,24.0,34.0,married,no_rec,fixed,68.0,230.0,0.0,0,500.0,1094.0,7.78,good
9.0,owner,60.0,30.0,married,no_rec,freelance,60.0,166.0,4000.0,1500,1350.0,1570.0,4.04,good
9.0,owner,60.0,40.0,separated,yes_rec,fixed,35.0,67.0,1600.0,0,800.0,935.0,2.4,bad
2.0,rent,60.0,42.0,single,yes_rec,fixed,35.0,190.0,0.0,0,1900.0,2259.0,4.89,bad
18.0,owner,36.0,49.0,married,no_rec,fixed,60.0,80.0,15000.0,0,800.0,1419.0,0.9,good
10.0,rent,48.0,40.0,married,no_rec,partime,66.0,60.0,0.0,0,500.0,820.0,-0.58,bad
1.0,parents,60.0,24.0,single,no_rec,fixed,35.0,91.0,0.0,0,900.0,1060.0,3.73,good
0.0,parents,12.0,35.0,single,no_rec,partime,35.0,96.0,0.0,0,350.0,600.0,2.09,good
3.0,parents,60.0,36.0,married,no_rec,fixed,75.0,180.0,0.0,0,1200.0,1372.0,5.25,good
40.0,owner,24.0,62.0,married,no_rec,freelance,60.0,130.0,15000.0,0,250.0,758.0,6.72,good
4.0,owner,60.0,24.0,married,no_rec,partime,45.0,67.0,4000.0,2000,1000.0,1164.0,0.12,good
14.0,owner,60.0,44.0,married,no_rec,fixed,75.0,100.0,3500.0,0,1210.0,1450.0,1.24,bad
5.0,owner,60.0,57.0,married,no_rec,fixed,60.0,830.0,18000.0,0,2000.0,2125.0,23.1,good
11.0,owner,60.0,25.0,married,no_rec,fixed,45.0,125.0,2500.0,700,1300.0,1557.0,3.37,good
1.0,owner,48.0,30.0,married,no_rec,freelance,60.0,30.0,4000.0,0,900.0,1700.0,-1.6,good
6.0,rent,48.0,65.0,married,no_rec,others,69.0,237.0,0.0,0,1571.0,1571.0,5.13,bad
13.0,parents,60.0,32.0,married,no_rec,fixed,60.0,152.0,0.0,0,900.0,1654.0,6.13,good
2.0,owner,24.0,43.0,married,no_rec,fixed,60.0,95.0,3000.0,0,300.0,350.0,2.8,good
10.0,rent,30.0,48.0,married,no_rec,fixed,74.0,139.0,5000.0,0,300.0,420.0,6.5,good
0.0,parents,48.0,25.0,single,no_rec,freelance,45.0,145.0,7000.0,0,1700.0,2173.0,2.82,bad
0.0,other,36.0,36.0,married,yes_rec,freelance,45.0,300.0,30000.0,0,3000.0,6802.0,3.06,bad
12.0,owner,24.0,47.0,married,no_rec,fixed,60.0,135.0,2500.0,0,550.0,1061.0,3.27,good
4.0,parents,60.0,22.0,single,no_rec,fixed,35.0,80.0,0.0,0,1200.0,1425.0,2.25,good
22.0,owner,36.0,47.0,married,no_rec,fixed,60.0,100.0,2250.0,0,450.0,546.0,3.2,good
4.0,owner,6.0,42.0,married,no_rec,fixed,45.0,275.0,4800.0,1200,2400.0,3400.0,0.55,bad
2.0,owner,48.0,40.0,married,yes_rec,fixed,90.0,250.0,9000.0,7000,1250.0,1776.0,3.46,bad
3.0,owner,36.0,40.0,married,no_rec,fixed,75.0,125.0,3500.0,0,800.0,1200.0,2.25,good
18.0,owner,48.0,43.0,married,no_rec,fixed,90.0,100.0,3500.0,0,1400.0,1403.0,0.34,bad
4.0,rent,60.0,38.0,married,yes_rec,fixed,118.0,130.0,0.0,0,900.0,1086.0,0.8,bad
14.0,other,60.0,41.0,married,yes_rec,fixed,75.0,131.0,0.0,0,1200.0,1200.0,2.8,good
4.0,owner,60.0,55.0,married,no_rec,freelance,60.0,350.0,13000.0,3000,1700.0,2200.0,9.18,good
5.0,parents,60.0,32.0,married,no_rec,freelance,60.0,538.0,0.0,0,1400.0,2360.0,20.49,good
3.0,parents,18.0,42.0,married,no_rec,freelance,75.0,276.0,1500.0,0,750.0,1758.0,4.82,good
3.0,parents,60.0,23.0,single,no_rec,fixed,35.0,107.0,0.0,0,700.0,1783.0,6.17,good
7.0,rent,60.0,41.0,married,no_rec,freelance,45.0,105.0,0.0,0,1100.0,1108.0,3.27,bad
15.0,owner,60.0,50.0,widow,no_rec,fixed,45.0,156.0,9800.0,0,700.0,1136.0,9.51,good
18.0,owner,60.0,49.0,married,no_rec,fixed,90.0,110.0,5200.0,600,1350.0,1557.0,0.62,good
27.0,owner,48.0,62.0,married,no_rec,fixed,60.0,260.0,4000.0,500,800.0,886.0,11.7,good
2.0,owner,60.0,43.0,married,no_rec,partime,45.0,34.0,16000.0,0,1000.0,1490.0,-0.66,good
5.0,rent,36.0,23.0,married,no_rec,fixed,68.0,81.0,0.0,0,400.0,400.0,1.17,good
1.0,owner,60.0,33.0,married,no_rec,partime,75.0,76.0,2500.0,550,800.0,1105.0,-0.34,bad
6.0,other,60.0,25.0,married,no_rec,fixed,60.0,98.0,0.0,0,600.0,1131.0,3.8,good
0.0,owner,18.0,50.0,married,no_rec,freelance,135.0,174.0,2000.0,0,700.0,1256.0,1.0,bad
22.0,owner,60.0,37.0,married,no_rec,fixed,60.0,132.0,6000.0,1500,1400.0,1571.0,2.44,good
5.0,parents,36.0,27.0,single,no_rec,fixed,35.0,105.0,9500.0,2350,1000.0,1443.0,1.67,good
3.0,owner,60.0,47.0,married,no_rec,fixed,75.0,300.0,8000.0,0,1060.0,1160.0,12.74,good
1.0,parents,48.0,22.0,married,no_rec,fixed,45.0,117.0,0.0,0,768.0,896.0,4.5,good
20.0,other,60.0,39.0,married,no_rec,fixed,60.0,119.0,0.0,0,1300.0,1639.0,2.72,good
0.0,owner,24.0,46.0,married,no_rec,fixed,90.0,140.0,30000.0,0,350.0,1571.0,3.43,good
1.0,parents,48.0,19.0,single,no_rec,fixed,35.0,70.0,0.0,0,1000.0,1075.0,1.68,bad
8.0,owner,60.0,24.0,single,no_rec,freelance,35.0,265.0,8000.0,0,1200.0,1590.0,11.5,good
12.0,rent,36.0,43.0,married,no_rec,fixed,78.0,180.0,0.0,0,1600.0,2200.0,2.3,good
1.0,owner,36.0,42.0,married,no_rec,partime,60.0,62.0,3000.0,0,300.0,450.0,0.24,good
5.0,priv,24.0,32.0,single,no_rec,freelance,35.0,189.0,7750.0,3900,1000.0,1536.0,2.76,good
1.0,rent,60.0,27.0,single,no_rec,fixed,43.0,75.0,0.0,0,1000.0,1375.0,1.92,bad
0.0,parents,60.0,34.0,single,no_rec,partime,35.0,70.0,0.0,0,900.0,1005.0,2.33,bad
10.0,owner,60.0,43.0,married,no_rec,fixed,75.0,188.0,5000.0,0,1000.0,1264.0,6.78,good
5.0,parents,36.0,21.0,single,no_rec,fixed,35.0,150.0,0.0,0,1000.0,1313.0,4.14,good
13.0,owner,48.0,36.0,married,no_rec,fixed,45.0,124.0,3000.0,0,700.0,1365.0,5.42,good
3.0,parents,60.0,23.0,single,no_rec,fixed,45.0,113.0,4000.0,0,900.0,1105.0,4.53,good
15.0,other,24.0,40.0,married,no_rec,fixed,75.0,98.0,0.0,0,500.0,1100.0,1.1,good
6.0,parents,24.0,25.0,single,no_rec,fixed,35.0,184.0,5000.0,0,850.0,1480.0,4.21,good
12.0,priv,60.0,38.0,married,yes_rec,fixed,90.0,195.0,1500.0,200,1150.0,1310.0,5.37,good
2.0,rent,36.0,58.0,married,no_rec,others,61.0,159.0,10000.0,0,950.0,1265.0,3.71,good
2.0,priv,24.0,41.0,married,yes_rec,freelance,135.0,959.0,2000.0,500,1050.0,1474.0,18.72,bad
20.0,rent,36.0,39.0,married,no_rec,freelance,92.0,170.0,12000.0,0,950.0,980.0,2.96,good
1.0,parents,24.0,19.0,single,no_rec,fixed,35.0,28.0,0.0,0,400.0,600.0,-0.42,good
2.0,rent,48.0,31.0,married,no_rec,freelance,102.0,268.0,0.0,0,1400.0,1635.0,5.69,bad
0.0,owner,48.0,28.0,married,no_rec,partime,60.0,155.0,4500.0,1641,800.0,1376.0,4.72,bad
24.0,rent,36.0,49.0,married,no_rec,fixed,84.0,240.0,0.0,0,675.0,675.0,8.32,good
0.0,owner,60.0,47.0,married,yes_rec,fixed,90.0,500.0,20000.0,0,1800.0,2000.0,13.67,good
4.0,owner,60.0,42.0,married,no_rec,fixed,75.0,135.0,4000.0,0,978.0,978.0,3.68,bad
3.0,parents,60.0,25.0,single,no_rec,partime,35.0,225.0,0.0,0,1130.0,1130.0,10.09,bad
3.0,owner,48.0,48.0,married,no_rec,freelance,45.0,100.0,4000.0,0,1600.0,2600.0,1.65,good
30.0,owner,36.0,52.0,married,no_rec,fixed,60.0,190.0,5000.0,0,800.0,950.0,5.85,good
1.0,owner,60.0,37.0,married,no_rec,freelance,60.0,200.0,9000.0,0,1400.0,1493.0,6.0,bad
4.0,rent,36.0,45.0,married,no_rec,fixed,105.0,154.0,12000.0,0,600.0,2240.0,2.94,good
13.0,owner,60.0,30.0,married,no_rec,fixed,45.0,210.0,14000.0,0,1100.0,1224.0,9.0,good
4.0,rent,36.0,38.0,married,yes_rec,fixed,60.0,145.0,0.0,0,650.0,1000.0,4.71,bad
22.0,owner,60.0,50.0,married,no_rec,fixed,90.0,210.0,16000.0,0,2100.0,2500.0,3.43,bad
1.0,parents,60.0,29.0,married,yes_rec,partime,35.0,102.0,0.0,0,1100.0,1120.0,3.65,bad
10.0,rent,24.0,52.0,married,no_rec,freelance,45.0,91.0,2000.0,0,400.0,1242.0,2.76,bad
0.0,owner,36.0,42.0,married,no_rec,fixed,105.0,75.0,10000.0,0,400.0,725.0,-2.7,good
0.0,owner,36.0,37.0,married,no_rec,freelance,75.0,150.0,7000.0,1500,500.0,720.0,4.32,good
1.0,parents,36.0,36.0,single,no_rec,fixed,35.0,120.0,0.0,0,1000.0,2470.0,3.06,good
15.0,rent,60.0,33.0,married,yes_rec,freelance,64.0,36.0,0.0,0,1150.0,1150.0,-1.46,bad
15.0,owner,36.0,41.0,married,no_rec,freelance,90.0,129.0,16000.0,0,1000.0,1655.0,1.4,good
6.0,parents,60.0,23.0,married,no_rec,fixed,45.0,125.0,0.0,0,900.0,1389.0,5.33,good
8.0,other,48.0,30.0,married,no_rec,fixed,75.0,156.0,0.0,0,1100.0,1310.0,3.53,good
12.0,owner,60.0,27.0,married,no_rec,fixed,60.0,72.0,2500.0,1300,750.0,758.0,-0.08,bad
