Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,Savings
bad,6,rent,36,49,married,no_rec,others,65,54,0,0,450,615,-0.88
good,11,owner,12,51,married,no_rec,freelance,45,80,6000,0,1000,1931,0.42
good,9,owner,36,24,married,no_rec,fixed,45,140,9000,0,1000,1100,3.42
good,1,parents,60,22,single,no_rec,fixed,35,90,0,0,1250,1590,2.64
bad,0,parents,36,30,single,no_rec,others,45,32,0,0,650,750,-0.72
good,1,owner,24,33,married,no_rec,fixed,45,130,3000,0,800,1465,2.55
good,17,owner,24,50,married,no_rec,freelance,60,285,22000,700,500,1321,10.46
good,0,parents,36,19,single,no_rec,partime,35,75,0,0,1450,1473,0.99
good,5,owner,36,26,married,yes_rec,freelance,45,150,7000,0,1500,2588,2.52
good,12,owner,60,28,single,yes_rec,fixed,35,172,3000,2000,950,1184,7.39
bad,1,rent,36,23,married,no_rec,freelance,75,300,0,0,400,700,20.25
good,3,parents,60,26,single,yes_rec,fixed,35,73,0,0,650,1200,3.51
good,20,owner,60,51,married,no_rec,fixed,60,165,3500,0,500,625,12.6
bad,3,owner,36,38,married,no_rec,freelance,90,300,3000,0,1200,1881,6.3
good,14,rent,60,30,married,yes_rec,fixed,67,217,0,0,1800,1807,5
bad,0,other,60,41,married,yes_rec,fixed,105,134,0,0,1000,2750,1.74
good,3,priv,60,29,married,no_rec,fixed,60,90,2000,0,1650,1800,1.09
good,4,parents,36,28,married,no_rec,fixed,45,100,0,0,1000,2343,1.98
good,0,owner,48,38,married,no_rec,fixed,75,217,3500,0,1400,1689,4.87
bad,7,owner,48,29,married,no_rec,fixed,60,62,4000,0,984,984,0.1
good,4,rent,6,28,married,no_rec,fixed,66,60,0,0,200,1566,-0.18
good,16,owner,60,32,married,no_rec,fixed,60,117,1100,80,1400,1833,2.41
bad,2,rent,48,22,single,no_rec,fixed,42,73,0,0,940,1127,1.58
bad,2,parents,48,30,single,no_rec,fixed,35,86,0,0,900,1127,2.72
bad,11,owner,48,30,married,no_rec,fixed,75,67,3000,2040,1000,1093,-1.36
good,30,owner,36,53,married,no_rec,fixed,75,165,5000,0,900,900,3.6
bad,2,priv,60,28,married,yes_rec,fixed,75,166,6000,0,1500,1599,3.64
bad,5,other,48,22,single,no_rec,fixed,35,82,0,0,480,1910,4.7
bad,1,rent,36,24,married,no_rec,freelance,44,90,0,0,1050,1493,1.58
bad,1,rent,60,52,separated,yes_rec,fixed,68,327,0,0,700,819,22.2
good,8,owner,60,34,married,no_rec,fixed,75,145,3000,1800,1500,1703,2.08
good,20,rent,36,39,married,no_rec,freelance,95,202,0,0,600,1461,6.42
good,4,owner,60,30,married,no_rec,partime,45,150,4000,2800,1400,1763,3.3
good,5,rent,36,46,married,no_rec,fixed,82,223,0,0,450,650,11.28
good,3,parents,36,52,married,yes_rec,fixed,60,325,0,0,400,1700,23.85
good,10,owner,60,52,married,no_rec,fixed,60,143,5500,0,1300,1661,3.83
good,10,rent,60,36,married,no_rec,fixed,85,100,0,0,850,1150,1.06
good,11,owner,12,25,married,no_rec,fixed,45,124,2500,1000,800,1602,1.04
good,22,rent,48,46,married,no_rec,fixed,86,110,0,0,1150,1528,1
bad,0,other,48,45,married,no_rec,freelance,75,120,0,0,900,964,2.4
good,25,owner,60,53,married,no_rec,fixed,60,107,4000,0,800,932,3.53
bad,2,other,60,22,single,no_rec,fixed,35,83,0,0,1400,1430,2.06
good,0,other,36,50,married,no_rec,partime,60,162,20000,0,1000,1615,3.67
bad,0,owner,48,52,married,yes_rec,others,90,245,3850,2432,1520,1670,4.13
good,12,priv,60,47,married,no_rec,fixed,60,243,8500,0,1850,1890,5.94
good,4,rent,60,27,single,no_rec,fixed,43,76,0,0,650,1070,3.05
good,12,owner,18,35,married,no_rec,fixed,60,400,6000,0,200,2225,30.6
good,0,parents,48,21,single,no_rec,partime,35,106,5000,0,500,1131,6.82
good,22,owner,36,44,married,no_rec,fixed,75,120,7000,0,650,1852,2.49
bad,3,parents,60,32,single,no_rec,fixed,35,122,0,0,2000,2050,2.61
good,1,rent,36,34,divorced,no_rec,fixed,43,80,0,0,700,700,1.9
good,14,priv,60,36,married,no_rec,fixed,60,120,4000,1500,1500,1540,1.8
good,10,rent,48,36,married,no_rec,fixed,80,200,0,0,978,1338,5.89
good,13,rent,60,36,married,no_rec,fixed,79,191,4000,700,1000,1209,6.3
good,1,rent,60,24,married,no_rec,fixed,52,67,0,0,800,,1.13
bad,3,owner,36,26,single,no_rec,freelance,35,169,60000,3000,800,1000,4.68
good,5,rent,12,35,married,yes_rec,freelance,96,210,0,0,300,700,4.56
good,4,owner,60,42,single,no_rec,fixed,35,110,2500,0,1090,1565,4.13
good,3,other,60,55,married,no_rec,fixed,45,45,0,0,600,864,0
good,19,owner,60,49,married,no_rec,fixed,135,150,3500,0,1100,1477,0.82
bad,4,parents,60,38,separated,no_rec,fixed,35,100,0,0,1300,1500,3
good,9,owner,60,32,married,no_rec,fixed,75,345,6000,3300,700,994,20.31
good,7,owner,60,36,married,no_rec,fixed,60,122,3000,0,750,850,4.96
good,26,owner,60,55,married,no_rec,fixed,60,110,10000,0,1500,1527,2
bad,2,rent,60,30,married,yes_rec,freelance,54,90,2000,0,1500,1500,1.44
good,11,owner,48,29,married,no_rec,fixed,75,76,15000,0,300,1336,0.16
good,4,rent,36,48,married,no_rec,freelance,94,340,1000,0,525,525,16.87
bad,2,owner,60,29,married,yes_rec,fixed,60,185,6300,2300,2000,2675,3.06
good,5,owner,60,42,married,no_rec,fixed,75,101,3500,0,1090,1190,1.43
good,3,owner,24,32,married,no_rec,fixed,60,196,5000,300,800,1606,3.99
good,17,owner,36,47,married,no_rec,fixed,75,158,17000,0,1000,2159,2.99
good,9,parents,60,33,married,no_rec,fixed,45,221,3000,0,1600,2344,6.6
good,18,owner,60,32,single,no_rec,fixed,35,133,3500,150,1600,2200,3.62
good,18,owner,60,42,married,no_rec,freelance,90,331,5000,0,1300,2147,11.12
good,6,owner,24,45,married,no_rec,freelance,90,150,5000,0,250,450,5.76
good,12,owner,12,40,married,no_rec,fixed,75,390,8000,0,500,1732,7.56
good,2,owner,36,28,married,no_rec,partime,60,146,2500,0,700,1258,4.42
good,1,parents,48,29,single,no_rec,freelance,45,478,9000,0,2100,2450,9.9
good,8,other,24,41,divorced,no_rec,fixed,60,90,4000,0,500,1600,1.44
good,25,priv,48,55,married,no_rec,fixed,60,169,4000,0,1000,1459,5.23
bad,25,owner,60,61,married,yes_rec,freelance,45,100,39000,0,1060,1134,3.11
bad,3,rent,18,30,married,no_rec,freelance,54,90,0,0,300,425,2.16
good,2,owner,48,40,married,no_rec,freelance,60,160,3000,800,1300,1521,3.4
good,3,rent,48,36,married,yes_rec,fixed,82,222,0,0,1900,2100,3.54
good,18,owner,60,42,married,no_rec,fixed,75,111,2500,0,1150,1640,1.88
good,1,owner,48,18,single,no_rec,partime,45,111,7000,0,1100,1299,2.88
good,4,owner,36,23,married,no_rec,fixed,75,168,4000,0,1100,1385,3.04
good,20,owner,60,49,married,no_rec,freelance,90,215,4500,0,1000,1228,7.5
good,14,owner,60,28,married,no_rec,freelance,75,94,5500,9500,1660,2419,-2.75
good,0,parents,36,26,single,no_rec,fixed,35,63,0,0,600,994,1.68
bad,8,rent,60,25,married,yes_rec,fixed,73,280,0,0,600,1364,20.7
good,15,owner,48,33,married,no_rec,fixed,75,220,7000,0,1300,2400,5.35
good,3,owner,60,30,married,no_rec,fixed,45,126,3500,2400,1000,1120,3.42
good,20,owner,36,44,married,no_rec,fixed,60,120,3000,0,350,400,6.17
bad,2,parents,60,25,divorced,no_rec,partime,35,90,0,0,900,1111,3.67
good,17,owner,24,55,married,no_rec,freelance,75,191,14000,0,1000,2420,2.78
good,20,rent,60,41,single,no_rec,freelance,50,148,4000,0,835,1356,7.04
bad,0,other,60,47,widow,yes_rec,freelance,45,102,0,0,1500,1600,2.28
good,2,parents,24,26,single,no_rec,fixed,35,88,0,0,325,450,3.91
good,11,parents,60,27,married,no_rec,fixed,60,150,2500,0,1100,1129,4.91
bad,12,owner,60,34,married,no_rec,fixed,60,115,4000,0,1650,1686,2
bad,1,rent,60,31,divorced,yes_rec,fixed,43,76,0,0,500,1300,3.96
good,2,owner,60,37,married,no_rec,fixed,60,145,3500,1100,1250,1763,3.55
bad,17,priv,60,48,married,yes_rec,freelance,60,69,7000,0,1400,1813,0.39
good,13,owner,60,52,married,no_rec,freelance,60,207,20000,0,1370,1714,6.44
good,3,parents,36,22,single,no_rec,fixed,35,60,19000,0,775,1050,1.16
bad,4,parents,48,25,single,no_rec,fixed,35,73,0,0,700,814,2.61
good,38,owner,48,56,widow,no_rec,fixed,35,112,3000,0,850,960,4.35
bad,12,owner,60,39,married,no_rec,fixed,90,95,4000,250,1450,1686,0.1
good,15,parents,48,40,single,no_rec,fixed,35,150,0,0,1000,1399,5.52
good,20,owner,60,51,married,no_rec,fixed,60,250,2500,0,1250,1825,9.12
good,0,parents,48,27,single,yes_rec,fixed,35,46,0,0,900,1216,0.59
good,2,priv,60,25,married,no_rec,fixed,45,60,3000,0,1150,1163,0.78
bad,4,other,60,25,single,no_rec,partime,35,92,0,0,1400,1661,2.44
good,7,owner,60,36,married,no_rec,fixed,90,120,6000,1500,900,1175,1
good,4,owner,12,32,married,no_rec,fixed,45,231,13000,290,400,1198,5.49
bad,2,rent,60,32,married,no_rec,fixed,93,175,0,0,1650,1688,2.98
good,2,parents,48,23,single,no_rec,partime,35,160,3500,1200,1200,1426,4.52
good,1,parents,60,22,single,no_rec,fixed,35,109,0,0,1000,1466,4.44
bad,0,parents,48,25,married,no_rec,fixed,60,247,0,0,1900,1900,4.72
bad,0,other,60,34,single,no_rec,fixed,35,140,3000,0,1550,1570,4.06
good,2,other,60,41,separated,no_rec,freelance,35,100,5000,0,1200,1450,3.25
good,8,parents,48,28,single,no_rec,fixed,35,115,500,0,360,363,10.67
good,1,rent,36,37,married,no_rec,freelance,90,12,0,0,850,998,-3.3
good,3,rent,36,34,single,no_rec,fixed,41,63,30000,0,625,921,1.27
bad,0,parents,60,20,single,no_rec,fixed,35,79,0,0,1570,1575,1.68
good,10,rent,48,38,married,no_rec,freelance,78,333,0,0,700,1386,17.49
good,4,owner,48,49,single,yes_rec,fixed,35,183,8000,0,1200,1531,5.92
good,2,parents,24,21,single,no_rec,freelance,35,46,0,0,250,355,1.06
bad,0,owner,36,36,married,no_rec,others,45,25,3500,0,1300,2246,-0.55
good,20,priv,60,39,married,no_rec,fixed,90,159,2000,0,750,790,5.52
bad,10,rent,60,39,married,yes_rec,freelance,119,292,13000,2500,1500,2262,5.92
good,0,rent,60,29,married,no_rec,partime,61,160,0,0,1000,1055,5.94
good,21,rent,36,42,married,no_rec,fixed,74,135,450,0,240,1275,9.15
bad,3,rent,60,48,separated,yes_rec,fixed,47,120,0,0,1000,1077,4.38
good,2,owner,36,27,widow,no_rec,fixed,35,135,8000,0,750,1296,4.8
bad,3,owner,36,43,married,no_rec,freelance,45,74,3500,0,600,800,1.74
bad,1,owner,60,46,married,yes_rec,fixed,75,209,11000,0,1800,2015,4.47
good,19,rent,18,39,single,no_rec,fixed,45,100,0,0,450,997,2.2
bad,3,rent,24,22,single,no_rec,freelance,50,148,0,0,700,950,3.36
bad,25,parents,60,64,married,yes_rec,fixed,45,130,0,0,2047,2946,2.49
good,2,rent,60,28,single,no_rec,fixed,45,101,0,0,1300,1333,2.58
good,3,parents,36,21,single,no_rec,partime,35,49,0,0,750,850,0.67
good,5,rent,30,58,married,no_rec,fixed,80,200,15000,0,520,690,6.92
bad,6,rent,36,41,married,yes_rec,freelance,75,94,0,0,775,875,0.88
good,10,rent,36,47,single,no_rec,partime,86,114,3500,0,400,872,2.52
good,17,rent,24,49,married,no_rec,freelance,80,53,0,0,600,1104,-1.08
good,0,owner,12,22,single,no_rec,fixed,35,132,3500,0,300,509,3.88
bad,0,owner,60,62,married,no_rec,others,45,42,4000,0,500,827,-0.36
bad,2,parents,36,24,single,no_rec,fixed,35,90,0,0,1000,1150,1.98
good,28,owner,24,59,married,no_rec,freelance,60,606,6000,0,1550,1760,8.45
good,0,rent,48,36,married,no_rec,fixed,74,141,0,0,1150,1485,2.8
good,5,owner,60,36,married,no_rec,fixed,75,141,4000,0,1300,1435,3.05
bad,5,parents,36,45,married,yes_rec,fixed,75,68,0,0,2375,2875,-0.11
good,12,owner,36,41,married,no_rec,freelance,60,150,10000,0,1000,2100,3.24
good,4,owner,24,30,married,yes_rec,fixed,45,165,3000,0,250,450,11.52
good,6,parents,60,43,married,no_rec,freelance,75,70,4000,0,1000,1548,-0.3
good,0,rent,24,23,single,no_rec,fixed,42,70,0,0,125,125,5.38
good,9,owner,48,41,separated,no_rec,fixed,35,60,8000,1000,1200,1538,0.6
good,9,rent,36,31,married,yes_rec,freelance,84,241,10000,0,3800,5852,1.49
bad,2,rent,12,47,married,yes_rec,fixed,103,426,0,0,350,450,11.07
bad,2,rent,60,36,separated,yes_rec,freelance,35,53,0,0,2000,2676,0.54
good,2,parents,12,25,single,yes_rec,freelance,35,74,18000,0,600,1638,0.78
good,18,owner,60,49,married,no_rec,fixed,135,180,13500,0,900,994,3
good,16,owner,36,57,married,no_rec,fixed,60,154,4000,130,700,1090,4.77
bad,10,owner,60,26,married,no_rec,fixed,60,63,5000,3000,1400,1432,-1.16
good,11,owner,60,37,married,no_rec,fixed,90,289,7000,250,1200,1599,9.83
bad,14,owner,36,45,separated,no_rec,fixed,45,190,12000,0,2100,2758,2.49
good,4,rent,60,24,married,no_rec,fixed,75,147,0,0,1300,1700,3.32
bad,1,owner,60,42,married,yes_rec,fixed,105,198,3500,250,1000,1245,5.43
bad,2,rent,24,23,single,yes_rec,freelance,75,400,0,0,750,900,10.4
good,1,rent,60,38,married,no_rec,partime,58,130,0,0,1450,1593,2.98
bad,2,owner,60,36,married,yes_rec,freelance,60,140,29000,0,3900,4812,1.23
good,13,parents,60,27,married,no_rec,fixed,60,100,0,0,950,1152,2.53
good,5,owner,24,37,married,no_rec,freelance,90,143,7000,0,700,900,1.82
bad,1,rent,36,25,married,no_rec,fixed,54,87,,0,500,646,2.38
good,6,rent,60,23,married,no_rec,fixed,62,171,0,0,1000,1209,6.54
good,20,owner,36,47,married,no_rec,fixed,75,203,4000,0,1050,1258,4.39
good,9,owner,18,52,married,no_rec,fixed,60,154,5500,0,500,1531,3.38
good,15,owner,12,55,married,no_rec,fixed,45,130,7000,0,200,1240,5.1
good,0,parents,48,28,single,no_rec,fixed,35,90,3500,0,,1210,2.64
good,5,parents,60,24,single,no_rec,fixed,35,92,0,0,1030,1068,3.32
good,15,parents,36,40,married,yes_rec,freelance,75,22,0,0,375,375,-5.09
good,4,owner,48,36,married,no_rec,fixed,75,210,4000,0,1800,2628,3.6
good,4,owner,24,26,married,no_rec,fixed,45,115,4000,0,500,1400,3.36
good,5,parents,18,22,single,no_rec,fixed,35,80,0,0,600,1132,1.35
good,2,parents,60,25,single,no_rec,fixed,35,110,0,0,860,959,5.23
good,4,owner,24,44,married,no_rec,freelance,75,86,5000,0,900,1100,0.29
good,0,owner,60,56,married,no_rec,others,60,117,3000,0,1200,1347,2.85
good,1,other,42,33,married,yes_rec,fixed,90,138,3500,606,1400,1700,1.26
good,7,owner,60,42,married,no_rec,fixed,45,88,4000,0,850,1033,3.04
good,11,parents,12,29,married,no_rec,fixed,60,54,0,0,600,1683,-0.12
good,40,rent,18,62,married,no_rec,freelance,77,166,10000,0,900,2040,1.78
good,10,owner,60,33,married,no_rec,fixed,75,364,60000,0,1300,1804,13.34
good,3,owner,48,32,married,no_rec,freelance,75,65,10500,1500,1500,2155,-0.8
good,24,owner,60,54,married,no_rec,freelance,45,109,17000,0,2000,3400,1.92
good,6,parents,36,24,single,no_rec,fixed,35,57,0,0,380,490,2.08
bad,2,rent,48,36,divorced,no_rec,fixed,45,99,0,0,750,1350,3.46
good,3,parents,48,27,married,no_rec,fixed,45,227,0,0,1150,1575,7.6
good,11,owner,60,29,single,no_rec,fixed,35,57,1500,0,700,994,1.89
good,1,parents,24,22,single,no_rec,partime,35,80,0,0,150,400,7.2
bad,5,rent,36,22,single,no_rec,fixed,42,70,0,0,850,870,1.19
good,1,rent,48,39,married,no_rec,fixed,86,105,0,0,1300,1600,0.7
bad,1,parents,48,24,single,yes_rec,fixed,35,65,0,0,900,1061,1.6
good,20,owner,48,39,married,no_rec,freelance,75,45,10000,0,2000,3650,-0.72
good,7,parents,48,31,single,yes_rec,fixed,35,72,5500,0,1000,1051,1.78
good,3,parents,36,31,married,yes_rec,fixed,60,80,0,0,1450,1700,0.5
good,25,owner,48,47,married,no_rec,freelance,60,157,15000,0,1990,2460,2.34
good,12,owner,36,46,married,yes_rec,fixed,60,117,3000,0,825,1325,2.49
good,4,rent,36,32,married,no_rec,fixed,55,100,0,0,300,500,5.4
good,0,priv,12,28,married,no_rec,fixed,60,130,3000,2000,380,1308,1.58
good,15,owner,12,49,married,no_rec,freelance,75,91,17000,0,700,1420,0.27
good,20,owner,12,60,married,no_rec,freelance,60,67,40000,0,700,1420,0.12
bad,0,other,60,31,married,yes_rec,fixed,90,69,0,0,1450,1604,-0.87
good,12,owner,54,35,married,no_rec,fixed,75,113,3000,600,1650,1800,1.05
good,10,owner,48,44,married,no_rec,fixed,75,450,12000,0,1030,1128,17.48
good,0,parents,48,21,single,no_rec,fixed,35,50,0,0,1000,1091,0.72
bad,2,owner,48,20,single,no_rec,freelance,35,450,31000,0,1500,1853,13.28
bad,0,ignore,36,45,married,no_rec,partime,75,87,1500,0,300,480,1.44
good,1,owner,60,34,married,yes_rec,fixed,45,180,2500,300,1300,1817,6.09
good,1,rent,60,21,married,no_rec,fixed,58,132,0,0,1275,1381,3.48
bad,6,owner,36,44,married,no_rec,fixed,75,150,7000,600,650,650,3.82
good,1,rent,36,34,married,no_rec,freelance,94,189,15000,1500,1500,2435,1.92
good,15,rent,48,40,married,yes_rec,fixed,88,125,0,0,1100,1498,1.61
good,11,parents,36,29,single,no_rec,fixed,35,64,0,0,600,1314,1.74
good,1,rent,36,44,married,no_rec,fixed,105,145,0,0,1000,2275,1.44
bad,1,rent,36,27,single,no_rec,fixed,42,67,0,0,1000,1350,0.9
bad,1,owner,36,27,married,no_rec,partime,45,127,4500,3000,600,745,3.12
good,11,owner,48,46,married,no_rec,freelance,75,160,10000,0,1150,1156,3.55
good,2,owner,60,43,married,yes_rec,fixed,45,63,3000,0,1100,1683,0.98
good,1,owner,36,25,widow,no_rec,fixed,45,60,2000,0,525,800,1.03
good,11,rent,60,28,single,no_rec,fixed,42,67,0,0,900,1399,1.67
good,3,owner,48,30,married,no_rec,fixed,75,88,6000,400,1200,1796,0.36
bad,1,rent,48,29,married,no_rec,partime,77,170,0,0,1300,2262,3.43
good,15,rent,60,39,married,no_rec,freelance,60,145,5000,0,1300,1625,3.92
bad,1,other,42,24,single,yes_rec,fixed,35,60,0,0,1200,1616,0.88
good,8,owner,12,29,married,no_rec,fixed,45,92,6000,2400,100,1492,2.76
good,10,priv,60,55,married,no_rec,fixed,60,195,4000,0,1900,2150,4.26
good,3,rent,36,27,married,no_rec,fixed,68,80,0,0,325,400,1.33
bad,2,owner,36,20,single,no_rec,freelance,35,184,80000,30000,750,1350,-7.25
good,0,other,42,24,single,no_rec,fixed,35,42,0,0,800,1450,0.37
good,9,other,36,32,single,no_rec,fixed,35,125,0,0,1000,1725,3.24
good,4,rent,48,38,married,no_rec,fixed,91,161,5000,0,800,1008,4.2
good,0,parents,24,24,single,no_rec,partime,35,117,4000,0,1000,1489,1.97
good,7,owner,18,33,married,no_rec,freelance,60,164,4000,0,550,1679,3.4
good,1,parents,60,30,single,no_rec,fixed,35,75,0,0,1000,1156,2.4
good,25,other,18,43,married,no_rec,fixed,75,85,700,0,400,1205,0.45
good,6,rent,60,34,separated,no_rec,fixed,47,120,0,0,1100,1700,3.98
good,3,rent,48,35,separated,no_rec,fixed,59,240,0,0,1300,1627,6.68
good,4,owner,60,24,married,no_rec,freelance,60,250,9000,3400,1250,1300,7.49
bad,0,owner,60,30,married,no_rec,others,60,78,3500,0,1250,1365,0.86
good,5,owner,18,28,married,no_rec,fixed,60,102,2500,1300,450,1437,1.16
bad,12,owner,48,49,married,yes_rec,fixed,45,152,7500,0,1100,2120,4.67
good,4,priv,24,44,married,no_rec,fixed,75,96,4000,0,580,923,0.87
bad,9,parents,60,31,single,yes_rec,fixed,35,92,0,0,1000,1161,3.42
good,2,parents,60,26,married,no_rec,fixed,45,199,0,0,1500,1698,6.16
good,0,owner,48,43,married,no_rec,partime,75,71,14000,0,1100,1660,-0.17
good,13,owner,60,38,single,no_rec,fixed,45,80,4000,0,1060,1274,1.98
good,2,other,42,25,married,no_rec,fixed,60,190,0,0,1100,1729,4.96
good,8,owner,36,40,married,no_rec,freelance,75,200,10000,0,700,800,6.43
good,14,priv,12,49,married,no_rec,fixed,90,140,3000,500,400,1432,1.35
bad,11,rent,48,40,married,no_rec,fixed,59,140,0,0,1000,1930,3.89
bad,20,owner,36,57,married,no_rec,fixed,90,114,5000,1500,1000,1193,0.32
good,1,parents,48,28,single,no_rec,fixed,35,140,0,0,1400,1728,3.6
good,14,parents,60,28,married,no_rec,fixed,45,140,0,0,1150,1301,4.96
good,13,owner,48,54,married,yes_rec,fixed,45,90,2500,0,1000,1198,2.16
good,0,owner,36,36,married,no_rec,fixed,75,424,9500,700,1000,1690,12.31
good,1,rent,60,26,married,no_rec,partime,61,155,0,0,1035,1709,5.45
bad,0,owner,60,36,married,yes_rec,freelance,75,239,6000,0,1650,1861,5.96
good,10,rent,60,26,married,no_rec,fixed,78,175,0,0,1000,1314,5.82
good,28,parents,24,44,married,no_rec,freelance,90,180,0,0,450,1472,4.8
good,8,owner,36,30,married,no_rec,fixed,60,50,5000,400,300,1890,-1.68
good,1,owner,36,24,married,no_rec,fixed,45,113,3500,0,1200,1702,2.04
bad,1,rent,48,26,single,no_rec,fixed,45,100,0,0,1400,1968,1.89
bad,0,other,60,27,married,yes_rec,fixed,75,122,0,0,1600,1786,1.76
good,1,owner,60,44,married,no_rec,freelance,90,905,20000,15000,1200,1381,33.25
good,1,other,36,29,single,no_rec,fixed,35,52,0,0,1000,1152,0.61
good,8,owner,60,32,married,no_rec,fixed,75,157,3500,1800,1300,1590,2.95
good,10,owner,24,46,married,no_rec,freelance,120,400,6000,2700,600,1080,10.12
good,4,rent,48,39,married,no_rec,fixed,91,157,0,0,1300,1501,2.44
bad,0,parents,60,30,married,no_rec,freelance,60,114,0,0,1000,1110,3.24
bad,10,owner,60,27,married,no_rec,fixed,45,120,5000,2000,1570,1914,2.1
good,9,rent,60,37,married,no_rec,fixed,91,162,0,0,1000,1537,4.26
bad,0,owner,48,26,married,no_rec,freelance,45,184,16000,3648,400,1751,12.3
good,5,rent,24,29,married,no_rec,freelance,45,198,0,0,800,1197,4.59
good,8,owner,36,60,married,no_rec,freelance,45,78,11000,0,500,670,2.38
bad,0,rent,36,26,married,no_rec,partime,80,195,0,0,600,785,6.9
good,2,rent,60,33,single,no_rec,fixed,75,400,0,0,1450,1457,13.45
bad,0,other,36,52,married,no_rec,freelance,45,74,0,0,500,1050,2.09
good,6,rent,24,28,married,no_rec,fixed,62,166,0,0,500,1150,4.99
good,20,owner,48,53,married,no_rec,fixed,60,135,4000,0,1170,1297,3.08
good,10,owner,60,36,married,no_rec,fixed,75,204,5000,0,1400,1460,5.53
good,14,owner,36,34,married,no_rec,fixed,75,155,3000,1000,400,1908,6.3
good,1,owner,36,30,married,no_rec,fixed,45,120,3000,1100,1750,2245,1.32
good,3,parents,60,25,single,no_rec,fixed,35,130,6000,0,625,1083,9.12
good,2,owner,18,43,married,no_rec,freelance,90,356,5000,800,700,1073,6.63
good,25,other,60,50,married,no_rec,fixed,90,230,0,0,800,860,10.5
good,36,owner,48,58,married,no_rec,fixed,45,100,5500,108,700,1291,3.7
good,11,owner,60,44,married,yes_rec,fixed,60,130,3500,0,1400,1731,3
good,7,owner,60,23,single,no_rec,fixed,60,145,4500,0,1100,1150,4.64
good,0,rent,18,34,married,yes_rec,partime,98,81,0,0,300,450,-1.02
good,1,owner,60,29,married,no_rec,fixed,60,136,7000,0,1000,1688,4.56
good,17,owner,60,32,married,no_rec,fixed,75,200,5000,2500,1550,1721,3.87
bad,2,owner,36,19,single,yes_rec,freelance,35,184,9000,0,500,1100,10.73
good,18,rent,42,35,married,no_rec,fixed,76,157,0,0,800,1687,4.25
good,0,parents,48,24,single,no_rec,partime,45,76,0,0,1640,1649,0.91
good,2,owner,60,25,married,no_rec,freelance,45,200,6000,1500,1600,1866,5.25
good,1,parents,12,24,single,no_rec,fixed,35,128,0,0,300,1056,3.72
good,2,owner,18,37,married,no_rec,fixed,90,90,1500,0,400,1166,0
bad,5,rent,48,30,separated,yes_rec,partime,39,41,0,0,1300,1600,0.07
good,12,owner,48,35,married,no_rec,fixed,45,125,6000,0,350,1511,10.97
good,1,other,36,28,single,no_rec,freelance,35,100,0,0,1950,2074,1.2
good,14,owner,60,45,married,no_rec,fixed,120,250,18000,0,450,911,17.33
bad,3,parents,36,19,single,yes_rec,fixed,35,47,0,0,500,700,0.86
good,2,parents,24,30,married,no_rec,partime,45,57,0,0,500,974,0.58
bad,6,owner,12,36,married,yes_rec,fixed,90,78,6000,2700,300,500,
bad,2,rent,36,29,married,no_rec,fixed,85,100,0,0,2100,2300,0.26
good,13,owner,60,28,married,no_rec,fixed,60,102,3500,0,1175,1375,2.14
good,0,rent,60,27,married,no_rec,fixed,58,133,0,0,400,1136,11.25
good,3,other,48,22,single,no_rec,freelance,60,104,5000,0,1300,1813,1.62
good,15,owner,60,40,married,yes_rec,freelance,75,1,16000,0,1150,1850,-3.86
good,1,parents,48,26,single,no_rec,freelance,35,500,0,0,1300,1561,17.17
bad,8,rent,60,40,separated,no_rec,fixed,70,100,0,0,1300,1510,1.38
bad,1,owner,60,52,single,no_rec,fixed,35,150,6000,0,1580,1756,4.37
bad,1,parents,60,24,single,no_rec,partime,35,115,0,0,1400,1420,3.43
bad,0,owner,48,38,married,no_rec,freelance,90,38,2800,0,1050,1238,-2.38
bad,1,rent,36,25,married,no_rec,partime,67,67,0,0,775,850,0
bad,3,rent,60,38,married,yes_rec,partime,72,123,0,0,1030,1170,2.97
good,18,owner,60,36,married,no_rec,fixed,45,85,3000,0,1500,1856,1.6
bad,0,owner,60,44,divorced,yes_rec,fixed,60,60,4000,3378,1400,1703,-1.45
bad,4,owner,60,33,married,no_rec,partime,90,82,3500,1000,1300,1795,-0.83
good,1,owner,36,36,single,no_rec,fixed,35,345,18000,0,2000,2961,5.58
good,0,parents,36,26,married,no_rec,partime,60,142,0,0,1000,1426,2.95
good,10,owner,24,63,married,no_rec,freelance,60,107,17000,0,800,1472,1.41
good,2,owner,60,40,married,no_rec,fixed,90,161,8000,470,1200,1670,3.32
bad,4,other,60,24,single,no_rec,partime,35,63,0,0,900,1777,1.87
good,4,owner,24,22,single,no_rec,fixed,35,79,4000,0,1000,1618,1.06
bad,7,parents,60,40,married,no_rec,fixed,90,93,8000,0,1300,1588,0.14
good,11,owner,36,26,married,no_rec,fixed,45,137,6000,0,1000,1264,3.31
bad,4,priv,60,30,married,yes_rec,fixed,60,74,1500,0,870,875,0.97
good,15,owner,48,31,married,no_rec,fixed,60,131,3000,0,770,872,4.43
good,4,owner,48,22,single,no_rec,fixed,45,113,14000,0,1300,1410,2.51
bad,1,owner,60,61,married,no_rec,others,45,30,6000,0,1000,1055,-0.9
good,7,parents,30,33,married,no_rec,fixed,75,154,4000,125,850,2243,2.74
good,28,owner,24,45,married,no_rec,fixed,75,164,5000,0,600,1190,3.56
